0.01	1.000700096480752
0.11	0.998855112236443
0.21	0.999161874273561
1.01	1.031218213705750
1.11	1.041431062105751
1.21	1.033566113820080
2.11	1.041178745760653
3.21	1.031571855456811
4.21	1.030738349714237
5.21	1.030334159595116
6.21	1.029658736930674
7.01	1.021244628318334
7.11	1.040741723562137
7.21	1.027775006680473
8.01	1.014847307584271
8.11	1.040174010398264
8.21	1.023941067978483
9.01	1.013234243806054
10.01	1.006899744000727
11.01	1.004900757305191
12.01	1.004558318810884
13.11	1.039917651150432
14.01	1.006402467931429
14.11	1.038903104829351
14.21	1.018217480158201
15.01	1.005222717640394
16.21	1.017269578622650
17.21	1.016763109814434
18.21	1.016848970003310
19.01	0.996484066412133
19.11	1.036158162448279
19.21	1.010297443518702
20.01	0.994913515204774
21.01	0.993893210741984
22.01	0.996122205288533
22.11	1.036200363682773
22.21	1.009011557540268
23.11	1.034851856285428
24.01	0.995875952573492
24.11	1.036540631962322
24.21	1.007791081036241
25.21	1.006148338686565
26.01	0.995368574732674
26.11	1.036957162619601
26.21	1.006854034323101
27.01	0.989146304793383
27.21	1.006852849202722
28.01	0.988887957703982
28.21	1.006359306139387
29.01	0.988523780189191
29.21	1.006329558358183
30.01	0.995110099583617
30.11	1.037159581638674
30.21	1.006472656011358
31.01	0.995083226660617
31.11	1.037299704300435
31.21	1.005940858764574
32.01	0.995363191123962
32.11	1.037265182196739
32.21	1.005426112902420
33.21	1.005766581196302
34.21	1.005448185547746
35.01	0.987193525817489
36.21	1.017524819639210
37.01	0.993272890021312
37.11	1.034177644089610
37.21	1.009099450657293
38.01	0.991772489734017
38.11	1.033584327570034
39.01	0.990515996894734
40.11	1.032633397968152
41.11	1.031855449036744
42.01	0.991886461729266
42.11	1.033187805222254
42.21	1.007944947763268
43.21	1.007574192274769
44.01	0.990436630456890
44.11	1.032216142944794
44.21	1.006931318867986
45.11	1.030976484143761
46.01	0.989439120668122
46.11	1.031616522612974
46.21	1.006029536777910
47.01	0.988897651547034
48.01	0.988499474771784
49.01	0.988533602067623
49.11	1.030678424370772
49.21	1.004926596515318
50.01	0.988385183765021
50.11	1.030509447241213
50.21	1.004728434935374
51.01	0.988289666732055
51.11	1.030220771647857
51.21	1.004572361368418
52.01	0.988259582395132
52.11	1.030242771513875
52.21	1.004256902314287
53.01	0.988092787534293
53.11	1.030314717667398
53.21	1.004251066527429
54.01	1.000421897129523
54.11	1.038153062555782
54.21	1.014737019343675
55.01	0.997787335444074
55.11	1.037594297071229
55.21	1.013029733750412
56.01	0.996305477702640
56.11	1.037162227933876
56.21	1.011973699560134
57.01	0.996116079176074
57.11	1.037132955465605
57.21	1.012005903049866
58.01	0.996113230059492
58.11	1.036993842799818
58.21	1.012056936026508
59.01	0.993295483583646
59.11	1.034741435530852
59.21	1.009207241653460
60.11	1.034100862636685
61.11	1.033809031912266
62.01	0.987080001978175
62.11	1.030504743626768
62.21	1.002746293760585
63.01	0.987080002698075
63.11	1.030504744297108
63.21	1.002746294492472
64.01	0.986735620933889
64.11	1.029391480766223
64.21	1.000439596670162
65.01	0.986416342352073
65.11	1.028549285668385
65.21	0.999272967164185
66.01	0.986502467001708
66.11	1.026734139085076
66.21	0.996814807513370
67.01	0.986274829009639
67.11	1.026696284203610
67.21	0.993426347456104
68.01	0.986467595054208
68.11	1.026930119038069
68.21	0.992090275734645
69.01	1.034192740268945
69.11	1.036439181107203
69.21	1.032041712754746
70.01	1.032595734068895
71.01	1.030686809070682
72.01	1.029412917838228
73.01	1.028659393281105
74.01	1.034506416606675
74.11	1.035754789010599
74.21	1.031925930389006
75.21	1.029531050648699
76.21	1.027300542424412
77.21	1.025572298907508
78.01	1.034299405109840
78.11	1.035428467066510
78.21	1.032685079853068
79.01	1.035546294151757
79.11	1.036649390920021
79.21	1.033650265299576
80.01	1.035882734981398
80.11	1.037069295010942
80.21	1.033823565979347
81.01	1.035642740558532
81.11	1.037160607887763
81.21	1.033805879121155
82.01	1.037988193094229
82.11	1.038871796346351
82.21	1.034686253327973
83.01	1.040184094029895
83.11	1.041114386210054
83.21	1.035295438665575
84.01	1.041054970936996
